OBJECTID,ED_ID,ED_ENGLISH,ED_GAEILGE,COUNTY,CONTAE,PROVINCE,CENTROID_X,CENTROID_Y,GUID_,CSOED_3409,OSIED_3441,CSOED_3409_LABEL,Shape__Area,Shape__Length
3141,257076,TUCKMILL, ,WICKLOW,Cill Mhantáin,Leinster,688338.87157851,691749.916015863,2AE196291EDE13A3E055000000000001,15031,257076,Tuckmill,0.001551767635881,0.215164525866267
3142,217100,KILLAVINOGE,Cill Momhéanóg,TIPPERARY,Tiobraid Árann,Munster,616045.588043409,676627.940305349,2AE196291C8513A3E055000000000001,22056,217100,Killavinoge,0.003024886251955,0.278084295913212
3143,47217,KILSHANNIG, ,CORK,Corcaigh,Munster,546466.646207974,592848.700395908,2AE1962921F013A3E055000000000001,18233,47217,Kilshannig,0.007544649143516,0.511496321678508
3144,217096,KILFEAKLE,Cill Fhiacal,TIPPERARY,Tiobraid Árann,Munster,594137.387101316,636606.682128688,2AE196291C7813A3E055000000000001,23167,217096,Kilfeakle,0.002950071575908,0.307468925609159
3145,247110,THE HARROW, ,WEXFORD,Loch Garman,Leinster,705678.620050521,647229.874147629,2AE196291EE813A3E055000000000001,14035,247110,The Harrow,0.002026652734795,0.329467110556555
3146,67034,BEAGHMORE, ,GALWAY,Gaillimh,Connacht,533306.665953716,752947.519057753,2AE1962920A313A3E055000000000001,27185,67034,Beaghmore,0.002540512246459,0.231056777402325
3147,217003,AGLISHCLOGHANE,Eaglais Chlocháin,TIPPERARY,Tiobraid Árann,Munster,593394.803451217,699652.162303915,2AE1962919FF13A3E055000000000001,22005,217003,Aglishcloghane,0.003528121387955,0.417832063208557
3148,47193,KILCULLEN, ,CORK,Corcaigh,Munster,545539.243609558,582611.714366721,2AE19629215013A3E055000000000001,18211,47193,Kilcullen,0.004508644342413,0.432299361297805
3149,217125,LOUGHMORE,Luachma,TIPPERARY,Tiobraid Árann,Munster,612919.462141309,667938.083019423,2AE196291C4B13A3E055000000000001,22073,217125,Loughmoe,0.003921435886124,0.312556384181923
3150,47302,TEMPLEBODAN, ,CORK,Corcaigh,Munster,585799.46741605,584829.320993187,2AE1962921E413A3E055000000000001,18263,47302,Templebodan,0.003904982736595,0.484936199087981
3151,67041,BUNOWEN, ,GALWAY,Gaillimh,Connacht,464009.683329533,742563.006186703,2AE1962920B113A3E055000000000001,27023,67041,Bunowen,0.00401443373551,0.679136998860661
3152,147020,DUNDALK No. 3  URBAN,Dún Dealgan (Uirbeach Uimh.3),LOUTH,Lú,Leinster,704247.050889997,806337.695416369,2AE1962918E313A3E055000000000001,10006,147020,Dundalk Urban No. 3,0.00017108345794,0.065137253763552
3153,267030,BLANCHARDSTOWN-CORDUFF, ,DUBLIN,Baile Átha Cliath,Leinster,708075.373627882,740080.552736457,2AE196291CC813A3E055000000000001,04011,267030,Blanchardstown-Corduff,0.000196360226896,0.074808922701791
3154,217149,REDWOOD,Coillte Rua,TIPPERARY,Tiobraid Árann,Munster,593734.183174147,709920.578363925,2AE196291BED13A3E055000000000001,22020,217149,Redwood,0.002986129631241,0.251606722644892
3155,67079,DEERPARK, ,GALWAY,Gaillimh,Connacht,545057.186684351,737263.171892775,2AE19629230113A3E055000000000001,27050,67079,Deerpark,0.002498011444148,0.28607931186407
3156,117077,TULLAGHAN, ,LEITRIM,Liatroim,Connacht,576549.815271641,855180.386997818,2AE19629175513A3E055000000000001,28033,117077,Tullaghan,0.003521696850633,0.371212012474668
3157,27006,BALLYCONNELL, ,CAVAN,An Cabhán,Ulster,626647.073947028,819253.960990375,2AE196291CD813A3E055000000000001,32015,27006,Ballyconnell,0.003855030786721,0.469501800152396
3158,97077,MOTHELL,Maothail,KILKENNY,Cill Chainnigh,Leinster,659929.543725855,669576.408622447,2AE1962923CA13A3E055000000000001,07031,97077,Mothell,0.003479174745788,0.320254549984821
3159,217163,TIMONEY,Tuaim Eabhna,TIPPERARY,Tiobraid Árann,Munster,618879.935012262,684648.66184541,2AE196291C2113A3E055000000000001,22060,217163,Timoney,0.002852830678158,0.289969551341779
3160,27001,ARDUE, ,CAVAN,An Cabhán,Ulster,631421.165365151,816655.863379591,2AE196291E0F13A3E055000000000001,32035,27001,Ardue,0.003506180565716,0.353065899954044
3161,27028,COOTEHILL URBAN, ,CAVAN,An Cabhán,Ulster,660252.58304185,814273.471432052,2AE196291DBF13A3E055000000000001,32051,27028,Cootehill Urban,0.00024943195745,0.078117497220839
3162,237004,ATHLONE EAST RURAL, ,WESTMEATH,An Iarmhí,Leinster,605573.030655707,740575.134294352,2AE196291BCC13A3E055000000000001,13003,237004,Athlone East Rural,0.001626583453582,0.292880162849183
3163,128002,ABBEY B,An Mhainistir B,LIMERICK,Luimneach,Munster,559424.528051873,657475.003674373,2AE1962917CD13A3E055000000000001,20002,128002,Abbey B,0.000138002355331,0.06834079746705
3164,127124,RATHMORE,An Ráth Mhór,LIMERICK,Luimneach,Munster,558145.197457759,641538.93824488,2AE1962917D413A3E055000000000001,21020,127124,Rathmore,0.001687256169794,0.247614331168061
3165,247037,CLONLEIGH, ,WEXFORD,Loch Garman,Leinster,679838.469138368,634169.003824531,2AE196291E8913A3E055000000000001,14073,247037,Clonleigh,0.002049009052266,0.23864352052771
3166,67020,BALLINDUFF, ,GALWAY,Gaillimh,Connacht,530608.328743437,743012.21184951,2AE19629206813A3E055000000000001,27183,67020,Ballinduff,0.002008722537084,0.258947452395201
3167,67009,ANNAGHDOWN,Eanach Dhúin,GALWAY,Gaillimh,Connacht,529940.538126374,736808.146926595,2AE19629204F13A3E055000000000001,27040,67009,Eanach Dhúin,0.006450359427221,0.414470500248659
3168,107004,ARDOUGH, ,LAOIS,Laois,Leinster,663739.892210559,675584.849059976,2AE1962916AB13A3E055000000000001,08088,107004,Ardough,0.002380992499389,0.285095876040936
3169,77146,RATASS, ,KERRY,Ciarraí,Munster,487572.553512824,617557.194923175,2AE1962922A213A3E055000000000001,19163,77146,Ratass,0.002161450777468,0.253866886268748
3170,247040,COURTOWN, ,WEXFORD,Loch Garman,Leinster,718655.724968485,659284.262722578,2AE196291E9D13A3E055000000000001,14049,247040,Courtown,0.004402667284792,0.409891812234142
3171,247086,MAYGLASS, ,WEXFORD,Loch Garman,Leinster,701649.84387089,611657.85821631,2AE196291E9713A3E055000000000001,14115,247086,Mayglass,0.001698415809234,0.262460174583183
3172,57137,STRANORLAR, ,DONEGAL,Dún na nGall,Ulster,613419.156992887,897452.641378749,2AE1962920BC13A3E055000000000001,33147,57137,Stranorlar,0.005774254712835,0.394256316889204
3173,268159,WHITEHALL C, ,DUBLIN,Baile Átha Cliath,Leinster,716654.900735582,739624.215371296,2AE196291E0B13A3E055000000000001,02092,268159,Whitehall C,9.9237257536e-05,0.046280990928948
3174,267106,MALAHIDE WEST, ,DUBLIN,Baile Átha Cliath,Leinster,721595.306517139,745814.469795151,2AE196291DE113A3E055000000000001,04030,267106,Malahide West,0.000346980617404,0.089744775531751
3175,227028,DROMANA,Drom Eanaigh,WATERFORD,Port Láirge,Munster,610901.114099006,593947.981981896,2AE196291B2B13A3E055000000000001,25027,227028,Dromana,0.002026008882722,0.240607800313294
3176,128020,GALVONE B,An Ghallmhóin B,LIMERICK,Luimneach,Munster,559081.485491761,655102.478761815,2AE1962917EC13A3E055000000000001,20020,128020,Galvone B,8.8437087562e-05,0.046202113491069
3177,117050,GUBACREENY, ,LEITRIM,Liatroim,Connacht,585568.487792772,856246.773623058,2AE19629172713A3E055000000000001,28030,117050,Gubacreeny,0.003297978914614,0.475459812531324
3178,87089,WINDMILL CROSS, ,KILDARE,Cill Dara,Leinster,671932.348276323,731775.200527088,2AE19629229C13A3E055000000000001,06055,87089,Windmill Cross,0.001885880670334,0.229979259834634
3179,237020,CARN, ,WESTMEATH,An Iarmhí,Leinster,612103.833575844,741348.234737825,2AE196291B3313A3E055000000000001,13007,237020,Carn,0.00286882415749,0.302649151172179
3180,67214,TURLOUGH,An Turlach,GALWAY,Gaillimh,Connacht,493053.48578297,740377.505109373,2AE19629234113A3E055000000000001,27161,67214,An Turlach,0.008536497955704,1.07795003657266
3181,107016,BARROWHOUSE, ,LAOIS,Laois,Leinster,666822.615292726,690376.507825773,2AE1962916B013A3E055000000000001,08030,107016,Barrowhouse,0.001739495970232,0.235149016491512
3182,137017,CLOONEE, ,LONGFORD,An Longfort,Leinster,617910.480313148,778168.634510808,2AE1962917F113A3E055000000000001,09045,137017,Cloonee,0.003153531635599,0.386557454121382
3183,197101,RUSHFIELD, ,ROSCOMMON,Ros Comáin,Connacht,580855.41486506,799050.83093396,2AE1962919E013A3E055000000000001,30051,197101,Rushfield,0.002787562754172,0.38331266471787
3184,67167,LISMANNY, ,GALWAY,Gaillimh,Connacht,587645.938766848,724307.653142278,2AE19629238013A3E055000000000001,27019,67167,Lismanny,0.00298764561823,0.378128422696614
3185,47117,COURTMACSHERRY, ,CORK,Corcaigh,Munster,550998.612250634,540912.190699512,2AE196291F6B13A3E055000000000001,18062,47117,Courtmacsherry,0.001255177086101,0.321629509964503
3186,127089,KILFERGUS,Cill Fhearghasa,LIMERICK,Luimneach,Munster,512900.880505177,642752.050792381,2AE1962917B013A3E055000000000001,21023,127089,Kilfergus,0.00354865921686,0.386446024680021
3187,67126,KILLEANY, ,GALWAY,Gaillimh,Connacht,527419.604832641,742966.741170083,2AE1962922CD13A3E055000000000001,27202,67126,Killeany,0.00268548123767,0.310729879910987
3188,77095,KILFLYN, ,KERRY,Ciarraí,Munster,492190.733143185,622392.697457376,2AE19629227A13A3E055000000000001,19150,77095,Kilflyn,0.002508518772247,0.374843698286625
3189,67119,KILCOONA, ,GALWAY,Gaillimh,Connacht,532038.603795694,747637.570703448,2AE19629239913A3E055000000000001,27201,67119,Kilcoona,0.002699416981911,0.33363682232366
3190,167006,ATHBOY,Baile Átha Buí,MEATH,An Mhí,Leinster,672529.465239977,763565.506613779,2AE19629183013A3E055000000000001,11070,167006,Baile Átha Buí,0.002712669584958,0.362473344007366
3191,157078,FORTLAND, ,MAYO,Maigh Eo,Connacht,516274.919052536,822299.027647567,2AE1962918E913A3E055000000000001,29020,157078,Fortland,0.003371694621065,0.417121406776066
3192,268130,RATHMINES EAST C, ,DUBLIN,Baile Átha Cliath,Leinster,716248.321290491,730775.270200499,2AE196291DD513A3E055000000000001,02136,268130,Rathmines East C,9.7565756433e-05,0.053130202792341
3193,27016,BRUCE HALL, ,CAVAN,An Cabhán,Ulster,631968.135738727,796418.19417037,2AE196291D5213A3E055000000000001,32043,27016,Bruce Hall,0.001287789922566,0.171684824902171
3194,237012,BALLYKILMORE, ,WESTMEATH,An Iarmhí,Leinster,643500.061821976,737559.494376303,2AE196291B0113A3E055000000000001,13055,237012,Ballykilmore,0.002552376804157,0.276096106544566
3195,107062,KILNASEER, ,LAOIS,Laois,Leinster,633112.783025139,676490.921797136,2AE1962916CF13A3E055000000000001,08024,107062,Kilnaseer,0.002217162709856,0.306769144304084
3196,157063,CROAGHPATRICK, ,MAYO,Maigh Eo,Connacht,493056.895284945,780274.562650194,2AE19629197813A3E055000000000001,29134,157063,Croaghpatrick,0.003985021999413,0.627701996791475
3197,57138,TANTALLON, ,DONEGAL,Dún na nGall,Ulster,584812.226620633,876918.131131983,2AE1962920C813A3E055000000000001,33025,57138,Tantallon,0.004203804910908,0.38507537459586
3198,217081,GOLDEN,An Gabhailín,TIPPERARY,Tiobraid Árann,Munster,601552.928535025,638268.858136182,2AE196291C3413A3E055000000000001,23166,217081,Golden,0.002705987313392,0.37955292632486
3199,147017,DRUMCAR,Droim Chora,LOUTH,Lú,Leinster,710192.698907544,791225.45602391,2AE1962918D713A3E055000000000001,10015,147017,Drumcar,0.003750871472028,0.451185146330753
3200,268137,RATHMINES WEST F, ,DUBLIN,Baile Átha Cliath,Leinster,715083.199274197,731411.873020494,2AE196291DE913A3E055000000000001,02143,268137,Rathmines West F,5.9785886992e-05,0.036326029661277
3201,228012,CUSTOM HOUSE A,Teach an Chustaim A,WATERFORD,Port Láirge,Munster,660781.808658241,612199.635363138,2AE196291B9313A3E055000000000001,24012,228012,Custom House A,1.1441492169e-05,0.014481063970021
3202,217053,CLONBEG,Cluain Big,TIPPERARY,Tiobraid Árann,Munster,586830.285363981,628154.960696368,2AE196291C7513A3E055000000000001,23159,217053,Clonbeg,0.007327880022247,0.507181719424041
3203,57036,CLOGHER, ,DONEGAL,Dún na nGall,Ulster,601071.607456533,881966.457935373,2AE19629209213A3E055000000000001,33014,57036,Clogher,0.004934247166604,0.480491056115546
3204,217110,KILPATRICK,Cill Phádraig,TIPPERARY,Tiobraid Árann,Munster,595521.055620515,644720.649552437,2AE196291C0913A3E055000000000001,23110,217110,Kilpatrick,0.004053630313339,0.34587109323494
3205,67182,MOYRUS,Maíros,GALWAY,Gaillimh,Connacht,483899.043842976,744586.182246603,2AE1962922DD13A3E055000000000001,27034,67182,Maíros,0.011882648029158,0.945364364469233
3206,177028,CREEVE,An Chraobh,MONAGHAN,Muineachán,Ulster,671454.656301592,814827.771689956,2AE196291ACC13A3E055000000000001,34029,177028,Creeve,0.003428556407009,0.379965077515363
3207,217070,DROM,An Drom,TIPPERARY,Tiobraid Árann,Munster,609408.617262996,670701.995597884,2AE196291C0613A3E055000000000001,22064,217070,Drom,0.00627527446014,0.674283310214167
3208,267059,CLONSKEAGH-WINDY ARBOUR, ,DUBLIN,Baile Átha Cliath,Leinster,717283.058256917,729288.399493264,2AE196291D1C13A3E055000000000001,05031,267059,Clonskeagh-Windy Arbour,9.6056120205e-05,0.043941659368865
3209,207043,EASKY WEST, ,SLIGO,Sligeach,Connacht,533811.111034424,836232.650187548,2AE196291A1C13A3E055000000000001,31025,207043,Easky West,0.003884720609808,0.354132394043465
3210,237098,STREET, ,WESTMEATH,An Iarmhí,Leinster,635227.929382002,770174.868680334,2AE196291B7713A3E055000000000001,13033,237098,Street,0.004217259109968,0.383594827838498
3211,77025,BALLYSEEDY, ,KERRY,Ciarraí,Munster,486681.238778969,611274.118868541,2AE19629230E13A3E055000000000001,19135,77025,Ballyseedy,0.002722599070118,0.284272837762911
3212,157054,CLOGHERMORE, ,MAYO,Maigh Eo,Connacht,528159.672548079,775040.242929201,2AE19629196213A3E055000000000001,29090,157054,Cloghermore,0.001847952977249,0.315558748663125
3213,187061,LUMCLOON,Lomchluain,OFFALY,Uíbh Fhailí,Leinster,605786.968724137,725591.497254649,2AE196291AE113A3E055000000000001,12026,187061,Lumcloon,0.002645318948275,0.271775043223654
3214,197062,FRENCHPARK, ,ROSCOMMON,Ros Comáin,Connacht,571384.193688408,793484.943553708,2AE196291A0213A3E055000000000001,30071,197062,Frenchpark,0.004559159256415,0.412432552274784
3215,47036,BALLYNAGLOGH, ,CORK,Corcaigh,Munster,570453.166121721,585983.263044014,2AE196291F5913A3E055000000000001,18077,47036,Ballynaglogh,0.00209120776175,0.226249219872393
3216,37123,MOY, ,CLARE,An Clár,Munster,510101.17816222,684007.565890576,2AE196291FC113A3E055000000000001,16064,37123,Moy,0.003428987983439,0.381105981494589
3217,47305,TEMPLEMARY, ,CORK,Corcaigh,Munster,548357.970137447,607717.430142857,2AE1962921F413A3E055000000000001,18244,47305,Templemary,0.002408231041487,0.341894684972351
3218,57123,MOVILLE, ,DONEGAL,Dún na nGall,Ulster,661292.880488852,940826.815970721,2AE19629207C13A3E055000000000001,33089,57123,Moville,0.002585846177842,0.268497706448525
3219,47168,GORTROE, ,CORK,Corcaigh,Munster,581547.733414559,587343.892772111,2AE196291F7F13A3E055000000000001,18135,47168,Gortroe,0.003889385427901,0.417766835323979
3220,97057,KILCOLUMB,Cill Cholm,KILKENNY,Cill Chainnigh,Leinster,666055.173560009,618837.799580513,2AE19629240813A3E055000000000001,07105,97057,Kilcolumb,0.002531964256841,0.257323299900376
3221,137047,MOATFARRELL, ,LONGFORD,An Longfort,Leinster,622664.115469169,774833.806089888,2AE19629192913A3E055000000000001,09032,137047,Moatfarrell,0.001216850358475,0.180793870072099
3222,68009,LOUGH ATALIA, ,GALWAY,Gaillimh,Connacht,531048.978707309,725438.144741665,2AE19629236F13A3E055000000000001,26009,68009,Lough Atalia,0.000163339813277,0.062165534214196
3223,177033,DERRYGORRY,Doire Ghofraidh,MONAGHAN,Muineachán,Ulster,663762.308160713,850765.614386099,2AE196291AE613A3E055000000000001,34054,177033,Derrygorry,0.002018203003275,0.302689244690515
3224,47285,ROWLS, ,CORK,Corcaigh,Munster,528649.063163811,616476.262999144,2AE19629217113A3E055000000000001,18174,47285,Rowls,0.003812357807898,0.32180615884038
3225,48073,TURNER'S CROSS C, ,CORK,Corcaigh,Munster,567502.007670758,570464.050786433,2AE1962921B713A3E055000000000001,17073,48073,Turners Cross C,3.0200607989e-05,0.025358046217581
3226,177055,LARAGH,Láithreach,MONAGHAN,Muineachán,Ulster,679018.483144889,813765.839253328,2AE196291A8D13A3E055000000000001,34032,177055,Laragh,0.002130287134599,0.261977823839599
3227,267050,CLONDALKIN-MONASTERY, ,DUBLIN,Baile Átha Cliath,Leinster,708343.597757755,731608.606667616,2AE196291CFF13A3E055000000000001,03007,267050,Clondalkin-Monastery,0.000534925938186,0.123456572884813
3228,97044,GALMOY,Gabhalmhaigh,KILKENNY,Cill Chainnigh,Leinster,627759.993945323,671528.897214147,2AE1962923ED13A3E055000000000001,07092,97044,Galmoy,0.003508478555611,0.484204731202575
3229,27081,SPRINGFIELD, ,CAVAN,An Cabhán,Ulster,628699.884037102,803795.413514001,2AE196291DFD13A3E055000000000001,32076,27081,Springfield,0.002669583114144,0.388658576124926
3230,267144,TALLAGHT-KINGSWOOD, ,DUBLIN,Baile Átha Cliath,Leinster,708954.623500397,728632.395820154,2AE196291CCC13A3E055000000000001,03036,267144,Tallaght-Kingswood,0.000228225370704,0.074197700368548
3231,207025,CASTLECONOR WEST, ,SLIGO,Sligeach,Connacht,529155.2812911,825858.057729033,2AE1962919C113A3E055000000000001,31020,207025,Castleconor West,0.005079649591655,0.441306822218554
3232,47211,KILMOYLERANE, ,CORK,Corcaigh,Munster,537679.774699726,548920.908179967,2AE1962921DE13A3E055000000000001,18067,47211,Kilmoylerane,0.001827572855416,0.252405472223873
3233,57100,KILMACRENAN, ,DONEGAL,Dún na nGall,Ulster,614294.22344237,920714.023048899,2AE1962920C713A3E055000000000001,33120,57100,Kilmacrenan,0.002554653772897,0.279966918054979
3234,227009,BALLYLANEEN,Baile Uí Fhlaithnín,WATERFORD,Port Láirge,Munster,638884.189116209,602311.797219237,2AE196291C7413A3E055000000000001,25038,227009,Ballylaneen,0.002037346093711,0.285642089344615
3235,127031,BRUFF,An Brú,LIMERICK,Luimneach,Munster,562364.051035937,636890.590244607,2AE19629176113A3E055000000000001,21028,127031,Bruff,0.002628878582043,0.334234425001308
3236,27083,SWANLINBAR, ,CAVAN,An Cabhán,Ulster,617850.825677898,827217.620924878,2AE196291E1413A3E055000000000001,32026,27083,Swanlinbar,0.002098234027886,0.393421016503113
3237,247122,WINGFIELD, ,WEXFORD,Loch Garman,Leinster,709951.592784714,668551.46562059,2AE196291E5B13A3E055000000000001,14064,247122,Wingfield,0.005318808946501,0.434267995461076
3238,87010,BALLYSHANNON, ,KILDARE,Cill Dara,Leinster,679022.652880462,704625.722230554,2AE19629225913A3E055000000000001,06008,87010,Ballyshannon,0.003505798458609,0.300459733319756
3239,207011,BALLYNASHEE, ,SLIGO,Sligeach,Connacht,585922.074625755,817596.894132903,2AE196291A3213A3E055000000000001,31005,207011,Ballynashee,0.00380766923801,0.308482295660499
3240,37128,NEWMARKET, ,CLARE,An Clár,Munster,539031.33434956,670191.297261142,2AE196291FD713A3E055000000000001,16040,37128,Newmarket,0.002531743111752,0.323232173006462
3241,237091,RIVERDALE, ,WESTMEATH,An Iarmhí,Leinster,662397.938185624,753004.110995884,2AE196291B5D13A3E055000000000001,13051,237091,Riverdale,0.002820723258239,0.257032383115858
3242,37012,BALLYSTEEN, ,CLARE,An Clár,Munster,504061.925963001,689984.750312108,2AE196291FDA13A3E055000000000001,16049,37012,Ballysteen,0.002343511004409,0.330456191330861
3243,167005,ARDNAMULLAN, ,MEATH,An Mhí,Leinster,662498.314814966,744547.010931731,2AE19629182F13A3E055000000000001,11069,167005,Ardnamullan,0.003253064896089,0.370278616012938
3244,67102,GORUMNA,Garmna,GALWAY,Gaillimh,Connacht,487182.608709529,723504.523488793,2AE19629234613A3E055000000000001,27154,67102,Garmna,0.004061721636399,0.874062951107062
3245,227005,BALLYDURN,Baile Uí Dhoirn,WATERFORD,Port Láirge,Munster,636333.433496984,610679.758089713,2AE196291C6613A3E055000000000001,25003,227005,Ballydurn,0.003414638088732,0.454992777306017
3246,87016,CADAMSTOWN, ,KILDARE,Cill Dara,Leinster,672743.532385199,739930.3242687,2AE19629227413A3E055000000000001,06043,87016,Cadamstown,0.002751467525294,0.289903871218225
